url,label
http://carrorosabreas.blogspot.com/,1
https://app-degenchain.com,1
http://storageapi.fleek.co/3a6ea15a-585f-4859-a754-100e256992d1-bucket/ggg/index.html,1
https://storageapi.fleek.co/3a6ea15a-585f-4859-a754-100e256992d1-bucket/jhy/index.html,1
https://chatbotlmkndndjkcnjkdcn.page/egc5hR,1
http://storageapi.fleek.co/3a6ea15a-585f-4859-a754-100e256992d1-bucket/kkkkk/index.html,1
https://storageapi.fleek.co/3a6ea15a-585f-4859-a754-100e256992d1-bucket/kol/index.html,1
http://storageapi.fleek.co/3a6ea15a-585f-4859-a754-100e256992d1-bucket/lop/index.html,1
http://storageapi.fleek.co/3a6ea15a-585f-4859-a754-100e256992d1-bucket/mmn/index.html,1
http://storageapi.fleek.co/3a6ea15a-585f-4859-a754-100e256992d1-bucket/okl/index.html,1
http://storageapi.fleek.co/3a6ea15a-585f-4859-a754-100e256992d1-bucket/v/index.html,1
https://shhh.lol,1
http://storageapi.fleek.co/3d50c757-8d4d-4aee-b372-3d113175e220-bucket/33/index.html,1
https://storageapi.fleek.co/3d50c757-8d4d-4aee-b372-3d113175e220-bucket/44/index.html,1
http://storageapi.fleek.co/3d50c757-8d4d-4aee-b372-3d113175e220-bucket/086/index.html,1
http://bitlyunix-login.org/,1
http://dragonfish.cyou,1
https://lokwwmacoq.duckdns.org/,1
http://lpyzlpmxfe.duckdns.org/,1
https://lqfjmmmnmd.duckdns.org/,1
http://lsriubrrwu.duckdns.org/,1
http://mchnwnxxrq.duckdns.org/,1
http://mehyawytiz.duckdns.org/,1
http://menhlgpflm.duckdns.org/,1
http://menmiqknjo.duckdns.org/,1
http://mhwdfebugy.duckdns.org/,1
http://mkhjotampo.duckdns.org/,1
http://mnzfopheii.duckdns.org/,1
http://mogxsuytwc.duckdns.org/,1
http://mxbhexaacs.duckdns.org/,1
http://mxxbaxvqek.duckdns.org/,1
http://mzgqfcwecf.duckdns.org/,1
http://naglawgeng.duckdns.org/,1
http://ww-magiceden-web-page2.blogspot.com/,1
http://mzwytgqixf.duckdns.org/,1
http://namfdgxilz.duckdns.org/,1
http://nbpjcbiogi.duckdns.org/,1
http://ncarkwugwp.duckdns.org/,1
http://ncqqioswog.duckdns.org/,1
http://nevkkuzrwb.duckdns.org/,1
http://nglndrjkob.duckdns.org/,1
http://ngwrbrxent.duckdns.org/,1
http://nkadofxzix.duckdns.org/,1
http://nklzzodaip.duckdns.org/,1
http://nkvstpvkvo.duckdns.org/,1
http://nlpkxjecqf.duckdns.org/,1
http://nmftowdkuy.duckdns.org/,1
http://nnvqnqzquo.duckdns.org/,1
http://zx-kyber-swap-swap-acessoo-y0.blogspot.com/,1
https://www.upenn.edu/,0
https://www.tripod.lycos.com/,0
https://developer.apple.com/icloud/,0
https://www.google.com/,0
https://www.youtube.com/,0
https://www.facebook.com/,0
https://www.yale.edu/,0
https://brave.com/,0
https://www.instagram.com/,0
https://www.amazon.in/,0
https://in.linkedin.com/,0
https://open.spotify.com/,0
https://www.pinterest.com/,0
https://www.forbes.com/billionaires/,0
https://web.whatsapp.com/,0
https://www.samsung.com/in/,0
https://www.disney.in/,0
https://www.quora.com/,0
https://www.thetimes.com/,0
https://www.airbnb.co.in/,0
https://www.kaggle.com/,0
https://www.ox.ac.uk/,0
https://web.mit.edu/,0
https://www.harvard.edu/,0
https://www.cam.ac.uk/,0
https://www.imperial.ac.uk/,0
https://www.hamleys.in/?srsltid=AfmBOoovWSyG6bJAwXT4BbnnbrKmfjtpZwDBiuftGsaXovysjfli6CxA,0
https://www.nytimes.com/international/,0
https://www.nike.com/in/,0
https://weather.com/,0
https://www.bing.com/?toWww=1&redig=1BB2A0651F72436092D2206B7B599FED,0
https://github.com/,0
https://www.9gag.com,0
https://www.cmu.edu,0
https://www.braze.com,0
https://www.facebook.com/,0
https://www.ikea.com/,0
https://vercara.com/authoritative-dns,0
https://www.jetbrains.com/,0
https://www.netacad.com/,0
http://yts.mx/,0
https://www.coursera.org/,0
https://www.udemy.com/,0
http://impervadns.net/,0
https://www.entrepreneur.com/,0
https://www.mirror.co.uk/,0
https://umich.edu/,0
https://www.jhu.edu/,0
https://www.drom.ru/,0
https://www.riotgames.com/en,0
